_code,ticker,company_name,country,gics_sector,gics_industry_group,gics_industry,last_include,first_include
JP3805010000,8354 JT Equity,Fukuoka Financial Group Inc,JN,40,4010,401010,2021-05-31,2014-03-01
JP3047510007,3281 JT Equity,GLP J-Reit,JN,60,6010,601025,2024-05-31,2020-06-01
JP3385890003,3769 JT Equity,GMO Payment Gateway Inc,JN,40,4020,402010,2023-11-30,2019-06-01
JP3274070006,3632 JT Equity,Gree Inc,JN,50,5020,502020,2014-11-30,2014-03-01
JP3235900002,3765 JT Equity,GungHo Online Entertainment Inc,JN,50,5020,502020,2016-11-30,2014-03-01
JP3276400003,8334 JT Equity,Gunma Bank Ltd/The,JN,40,4010,401010,2016-05-31,2014-03-01
JP3822000000,4544 JT Equity,H.U. Group Holdings Inc,JN,35,3510,351020,2017-11-30,2014-03-01
JP3769000005,8359 JT Equity,Hachijuni Bank Ltd/The,JN,40,4010,401010,2018-05-31,2014-03-01
JP3766550002,2433 JT Equity,Hakuhodo DY Holdings Inc,JN,50,5020,502010,2023-11-30,2014-03-01
JP3771800004,6965 JT Equity,Hamamatsu Photonics KK,JN,45,4520,452030,2024-05-31,2014-03-01
JP3774200004,9042 JT Equity,Hankyu Hanshin Holdings Inc,JN,20,2030,203040,2024-05-31,2014-03-01
JP3765150002,6324 JT Equity,Harmonic Drive Systems Inc,JN,20,2010,201060,2021-11-30,2020-12-01
JP3783420007,9435 JT Equity,Hikari Tsushin Inc,JN,20,2010,201050,2024-05-31,2014-06-01
JP3792600003,7205 JT Equity,Hino Motors Ltd,JN,20,2010,201060,2022-05-31,2014-03-01
JP3799000009,6806 JT Equity,Hirose Electric Co Ltd,JN,45,4520,452030,2024-05-31,2014-03-01
JP3797000001,8379 JT Equity,Hiroshima Bank Ltd/The,JN,40,4010,401010,2017-11-30,2014-03-01
JP3784600003,4530 JT Equity,Hisamitsu Pharmaceutical Co Inc,JN,35,3520,352020,2021-11-30,2014-03-01
JP3787000003,6305 JT Equity,Hitachi Construction Machinery Co Ltd,JN,20,2010,201060,2024-05-31,2014-03-01
JP3678800008,8036 JT Equity,Hitachi High-Tech Corp,JN,45,4520,452030,2020-05-31,2014-03-01
JP3788600009,6501 JT Equity,Hitachi Ltd,JN,20,2010,201050,2024-05-31,2014-03-01
JP3850200001,9509 JT Equity,Hokkaido Electric Power Co Inc,JN,55,5510,551010,2014-05-31,2014-03-01
JP3842400008,8377 JT Equity,Hokuhoku Financial Group Inc,JN,40,4010,401010,2016-05-31,2014-03-01
JP3845400005,9505 JT Equity,Hokuriku Electric Power Co,JN,55,5510,551010,2017-05-31,2014-03-01
JP3854600008,7267 JT Equity,Honda Motor Co Ltd,JN,25,2510,251020,2024-05-31,2014-03-01
JP3845770001,6465 JT Equity,Hoshizaki Corp,JN,20,2010,201060,2024-05-31,2015-12-01
JP3837800006,7741 JT Equity,Hoya Corp,JN,35,3510,351010,2024-05-31,2014-03-01
JP3360800001,3003 JT Equity,Hulic Co Ltd,JN,60,6020,602010,2024-05-31,2014-03-01
JP3134800006,7013 JT Equity,IHI Corp,JN,20,2010,201060,2020-05-31,2014-03-01
JP3143600009,8001 JT Equity,ITOCHU Corp,JN,20,2010,201070,2024-05-31,2014-03-01
JP3148800000,4062 JT Equity,Ibiden Co Ltd,JN,45,4520,452030,2024-05-31,2014-03-01
JP3142500002,5019 JT Equity,Idemitsu Kosan Co Ltd,JN,10,1010,101020,2024-05-31,2014-03-01
JP3131090007,3291 JT Equity,Iida Group Holdings Co Ltd,JN,25,2520,252010,2024-05-31,2014-03-01
JP3294460005,1605 JT Equity,Inpex Corp,JN,10,1010,101020,2024-05-31,2014-03-01
JP3894900004,3099 JT Equity,Isetan Mitsukoshi Holdings Ltd,JN,25,2550,255030,2020-11-30,2014-03-01
JP3137200006,7202 JT Equity,Isuzu Motors Ltd,JN,25,2510,251020,2024-05-31,2014-03-01
JP3143000002,2593 JT Equity,Ito En Ltd,JN,30,3020,302010,2023-02-28,2020-06-01
JP3143900003,4739 JT Equity,Itochu Techno-Solutions Corp,JN,45,4510,451020,2023-08-31,2014-03-01
JP3149600003,8385 JT Equity,Iyo Bank Ltd/The,JN,40,4010,401010,2016-11-30,2014-03-01
JP3386380004,3086 JT Equity,J Front Retailing Co Ltd,JN,25,2550,255030,2020-05-31,2014-03-01
JP3386030005,5411 JT Equity,JFE Holdings Inc,JN,15,1510,151040,2024-05-31,2014-03-01
JP3667600005,1963 JT Equity,JGC Holdings Corp,JN,20,2010,201030,2020-11-30,2014-03-01
JP3385980002,4185 JT Equity,JSR Corp,JN,15,1510,151010,2024-05-31,2014-03-01
JP3292200007,6473 JT Equity,JTEKT Corp,JN,25,2510,251010,2020-11-30,2014-03-01
JP3705200008,9201 JT Equity,Japan Airlines Co Ltd,JN,20,2030,203020,2024-05-31,2014-03-01
JP3699400002,9706 JT Equity,Japan Airport Terminal Co Ltd,JN,20,2030,203050,2021-05-31,2015-06-01
JP3389660006,6740 JT Equity,Japan Display Inc,JN,45,4520,452030,2015-08-31,2014-06-01
JP3183200009,8697 JT Equity,Japan Exchange Group Inc,JN,40,4020,402030,2024-05-31,2014-03-01
JP3039710003,8953 JT Equity,Japan Metropolitan Fund Invest,JN,60,6010,601070,2024-05-31,2014-03-01
JP3421100003,1662 JT Equity,Japan Petroleum Exploration Co Ltd,JN,10,1010,101020,2014-05-31,2014-03-01
JP3946750001,7182 JT Equity,Japan Post Bank Co Ltd,JN,40,4010,401010,2024-05-31,2015-12-01
JP3752900005,6178 JT Equity,Japan Post Holdings Co Ltd,JN,40,4030,403010,2024-05-31,2015-12-01
JP3233250004,7181 JT Equity,Japan Post Insurance Co Ltd,JN,40,4030,403010,2024-05-31,2019-12-01
JP3040890000,8955 JT Equity,Japan Prime Realty Investment Corp,JN,60,6010,601040,2020-11-30,2014-03-01
JP3027680002,8952 JT Equity,Japan Real Estate Investment Corp,JN,60,6010,601040,2024-05-31,2014-03-01
JP3721400004,5631 JT Equity,Japan Steel Works Ltd/The,JN,20,2010,201060,2014-05-31,2014-03-01
JP3726800000,2914 JT Equity,Japan Tobacco Inc,JN,30,3020,302030,2024-05-31,2014-03-01
JP3394200004,8333 JT Equity,Joyo Bank Ltd/The,JN,40,4010,401010,2016-08-31,2014-03-01
JP3496400007,9433 JT Equity,KDDI Corp,JN,50,5010,501020,2024-05-31,2014-03-01
JP3046270009,8972 JT Equity,KDX Realty Investment Corp,JN,60,6010,601010,2024-05-31,2023-12-01
JP3210200006,1812 JT Equity,Kajima Corp,JN,20,2010,201030,2024-05-31,2014-03-01
JP3206000006,2371 JT Equity,Kakaku.com Inc,JN,50,5020,502030,2023-02-28,2014-03-01
JP3219000001,9364 JT Equity,Kamigumi Co Ltd,JN,20,2030,203050,2020-11-30,2014-03-01
JP3215800008,4118 JT Equity,Kaneka Corp,JN,15,1510,151010,2019-11-30,2014-03-01
JP3228600007,9503 JT Equity,Kansai Electric Power Co Inc/The,JN,55,5510,551010,2024-05-31,2014-03-01
JP3229400001,4613 JT Equity,Kansai Paint Co Ltd,JN,15,1510,151010,2022-05-31,2014-03-01
JP3205800000,4452 JT Equity,Kao Corp,JN,30,3030,303020,2024-05-31,2014-03-01
JP3224200000,7012 JT Equity,Kawasaki Heavy Industries Ltd,JN,20,2010,201060,2020-11-30,2014-03-01
JP3223800008,9107 JT Equity,Kawasaki Kisen Kaisha Ltd,JN,20,2030,203030,2024-05-31,2023-06-01
JP3279400000,9045 JT Equity,Keihan Holdings Co Ltd,JN,20,2010,201050,2021-05-31,2014-12-01
JP3280200001,9006 JT Equity,Keikyu Corp,JN,20,2030,203040,2021-05-31,2014-03-01
JP3277800003,9008 JT Equity,Keio Corp,JN,20,2030,203040,2023-11-30,2014-03-01
JP3278600006,9009 JT Equity,Keisei Electric Railway Co Ltd,JN,20,2030,203040,2024-05-31,2014-03-01
JP3236200006,6861 JT Equity,Keyence Corp,JN,45,4520,452030,2024-05-31,2014-03-01
JP3240400006,2801 JT Equity,Kikkoman Corp,JN,30,3020,302020,2024-05-31,2014-03-01
JP3263000006,1944 JT Equity,Kinden Corp,JN,20,2010,201030,2014-05-31,2014-03-01
JP3260800002,9041 JT Equity,Kintetsu Group Holdings Co Ltd,JN,20,2030,203040,2024-05-31,2014-03-01
JP3258000003,2503 JT Equity,Kirin Holdings Co Ltd,JN,30,3020,302010,2024-05-31,2014-03-01
JP3301100008,4967 JT Equity,Kobayashi Pharmaceutical Co Ltd,JN,30,3030,303020,2023-11-30,2018-06-01
JP3291200008,3038 JT Equity,Kobe Bussan Co Ltd,JN,30,3010,301010,2024-05-31,2020-06-01
JP3289800009,5406 JT Equity,Kobe Steel Ltd,JN,15,1510,151040,2019-11-30,2014-03-01
JP3283460008,3635 JT Equity,Koei Tecmo Holdings Co Ltd,JN,50,5020,502020,2024-02-29,2020-12-01
JP3284600008,7276 JT Equity,Koito Manufacturing Co Ltd,JN,25,2510,251010,2024-05-31,2014-03-01
JP3304200003,6301 JT Equity,Komatsu Ltd,JN,20,2010,201060,2024-05-31,2014-03-01
JP3300200007,9766 JT Equity,Konami Group Corp,JN,50,5020,502020,2024-05-31,2014-03-01
JP3300600008,4902 JT Equity,Konica Minolta Inc,JN,45,4520,452020,2020-05-31,2014-03-01
JP3283650004,4922 JT Equity,Kose Corp,JN,30,3030,303020,2024-02-29,2015-09-01
JP3266400005,6326 JT Equity,Kubota Corp,JN,20,2010,201060,2024-05-31,2014-03-01
JP3269600007,3405 JT Equity,Kuraray Co Ltd,JN,15,1510,151010,2021-05-31,2014-03-01
JP3270000007,6370 JT Equity,Kurita Water Industries Ltd,JN,20,2010,201060,2023-11-30,2014-03-01
JP3249600002,6971 JT Equity,Kyocera Corp,JN,45,4520,452030,2024-05-31,2014-03-01
JP3256000005,4151 JT Equity,Kyowa Kirin Co Ltd,JN,35,3520,352020,2024-05-31,2014-03-01
JP3246400000,9508 JT Equity,Kyushu Electric Power Co Inc,JN,55,5510,551010,2021-05-31,2014-03-01
JP3246500007,7180 JT Equity,Kyushu Financial Group Inc,JN,40,4010,401010,2018-05-31,2015-09-01
JP3247010006,9142 JT Equity,Kyushu Railway Co,JN,20,2030,203040,2021-05-31,2017-06-01
JP3933800009,4689 JT Equity,LY Corp,JN,50,5020,502030,2024-05-31,2014-03-01
JP3979200007,6920 JT Equity,Lasertec Corp,JN,45,4530,453010,2024-05-31,2020-06-01
JP3982100004,2651 JT Equity,Lawson Inc,JN,30,3010,301010,2022-05-31,2014-03-01
JP3965400009,4912 JT Equity,Lion Corp,JN,30,3030,303010,2022-05-31,2016-12-01
JP3626800001,5938 JT Equity,Lixil Corp,JN,20,2010,201020,2023-11-30,2014-03-01
JP3435750009,2413 JT Equity,M3 Inc,JN,35,3510,351030,2024-05-31,2014-03-01
JP3918000005,2269 JT Equity,MEIJI Holdings Co Ltd,JN,30,3020,302020,2024-05-31,2014-03-01
JP3906000009,6479 JT Equity,MINEBEA MITSUMI Inc,JN,20,2010,201060,2024-05-31,2014-12-01
JP3885400006,9962 JT Equity,MISUMI Group Inc,JN,20,2010,201060,2024-05-31,2016-12-01
JP3882750007,2121 JT Equity,MIXI Inc,JN,50,5020,502020,2018-05-31,2014-12-01
JP3890310000,8725 JT Equity,MS&AD Insurance Group Holdings Inc,JN,40,4030,403010,2024-05-31,2014-03-01
JP3870000001,6592 JT Equity,Mabuchi Motor Co Ltd,JN,20,2010,201040,2018-11-30,2014-03-01
JP3862400003,6586 JT Equity,Makita Corp,JN,20,2010,201060,2024-05-31,2014-03-01
JP3877600001,8002 JT Equity,Marubeni Corp,JN,20,2010,201070,2024-05-31,2014-03-01
JP3870400003,8252 JT Equity,Marui Group Co Ltd,JN,40,4020,402020,2021-05-31,2014-03-01
JP3871200006,5463 JT Equity,Maruichi Steel Tube Ltd,JN,15,1510,151040,2020-11-30,2014-03-01
JP3869010003,3088 JT Equity,MatsukiyoCocokara & Co,JN,30,3010,301010,2024-05-31,2023-03-01
JP3868400007,7261 JT Equity,Mazda Motor Corp,JN,25,2510,251020,2024-05-31,2014-03-01
JP3750500005,2702 JT Equity,McDonald's Holdings Co Japan Ltd,JN,25,2530,253010,2024-05-31,2014-03-01
JP3117700009,7167 JT Equity,Mebuki Financial Group Inc,JN,40,4010,401010,2020-11-30,2016-09-01
JP3268950007,7459 JT Equity,Medipal Holdings Corp,JN,35,3510,351020,2022-05-31,2014-03-01
JP3921290007,4385 JT Equity,Mercari Inc,JN,25,2550,255030,2022-05-31,2019-06-01
JP3897700005,4188 JT Equity,Mitsubishi Chemical Group Corp,JN,15,1510,151010,2024-05-31,2014-03-01
JP3898400001,8058 JT Equity,Mitsubishi Corp,JN,20,2010,201070,2024-05-31,2014-03-01
JP3902400005,6503 JT Equity,Mitsubishi Electric Corp,JN,20,2010,201040,2024-05-31,2014-03-01
JP3899600005,8802 JT Equity,Mitsubishi Estate Co Ltd,JN,60,6020,602010,2024-05-31,2014-03-01
JP3896800004,4182 JT Equity,Mitsubishi Gas Chemical Co Inc,JN,15,1510,151010,2022-05-31,2014-03-01
JP3499800005,8593 JT Equity,Mitsubishi HC Capital Inc,JN,40,4020,402010,2024-05-31,2014-03-01
JP3900000005,7011 JT Equity,Mitsubishi Heavy Industries Ltd,JN,20,2010,201060,2024-05-31,2014-03-01
JP3902000003,9301 JT Equity,Mitsubishi Logistics Corp,JN,20,2030,203050,2017-05-31,2014-03-01
JP3903000002,5711 JT Equity,Mitsubishi Materials Corp,JN,15,1510,151040,2020-11-30,2014-03-01
JP3899800001,7211 JT Equity,Mitsubishi Motors Corp,JN,25,2510,251020,2020-11-30,2014-03-01
JP3469000008,4508 JT Equity,Mitsubishi Tanabe Pharma Corp,JN,35,3520,352020,2020-02-29,2014-03-01
JP3902900004,8306 JT Equity,Mitsubishi UFJ Financial Group Inc,JN,40,4010,401010,2024-05-31,2014-03-01
JP3893600001,8031 JT Equity,Mitsui & Co Ltd,JN,20,2010,201070,2024-05-31,2014-03-01
JP3888300005,4183 JT Equity,Mitsui Chemicals Inc,JN,15,1510,151010,2024-05-31,2014-03-01
JP3893200000,8801 JT Equity,Mitsui Fudosan Co Ltd,JN,60,6020,602010,2024-05-31,2014-03-01
JP3362700001,9104 JT Equity,Mitsui OSK Lines Ltd,JN,20,2030,203030,2024-05-31,2014-03-01
JP3880800002,6005 JT Equity,Miura Co Ltd,JN,20,2010,201060,2022-05-31,2020-06-01
JP3885780001,8411 JT Equity,Mizuho Financial Group Inc,JN,40,4010,401010,2024-05-31,2014-03-01
JP3922950005,3064 JT Equity,MonotaRO Co Ltd,JN,20,2010,201070,2024-05-31,2018-12-01
JP3914400001,6981 JT Equity,Murata Manufacturing Co Ltd,JN,45,4520,452030,2024-05-31,2014-03-01
JP3733000008,6701 JT Equity,NEC Corp,JN,45,4510,451020,2024-05-31,2014-03-01
JP3695200000,5333 JT Equity,NGK Insulators Ltd,JN,20,2010,201060,2023-11-30,2014-03-01
JP3743000006,2282 JT Equity,NH Foods Ltd,JN,30,3020,302020,2021-11-30,2014-03-01
JP3742600004,5991 JT Equity,NHK Spring Co Ltd,JN,25,2510,251010,2016-11-30,2014-03-01
JP3734800000,6594 JT Equity,NIDEC CORP,JN,20,2010,201040,2024-05-31,2014-03-01
JP3688370000,9147 JT Equity,NIPPON EXPRESS HOLDINGS INC,JN,20,2030,203010,2024-05-31,2022-03-01
JP3164800009,7240 JT Equity,NOK Corp,JN,25,2510,251010,2018-11-30,2014-03-01
JP3720800006,6471 JT Equity,NSK Ltd,JN,20,2010,201060,2021-11-30,2014-03-01
JP3165650007,9437 JT Equity,NTT DOCOMO Inc,JN,50,5010,501020,2020-11-30,2014-03-01
JP3165700000,9613 JT Equity,NTT Data Group Corp,JN,45,4510,451020,2024-05-31,2014-03-01
JP3165690003,8933 JT Equity,NTT Urban Development Corp,JN,60,6020,602010,2016-11-30,2014-03-01
JP3651210001,6268 JT Equity,Nabtesco Corp,JN,20,2010,201060,2021-11-30,2014-03-01
JP3649800004,9048 JT Equity,Nagoya Railroad Co Ltd,JN,20,2030,203040,2021-05-31,2014-06-01
JP3758190007,3659 JT Equity,Nexon Co Ltd,JN,50,5020,502020,2024-05-31,2014-03-01
JP3689050007,2127 JT Equity,Nihon M&A Center Holdings Inc,JN,40,4020,402030,2023-05-31,2020-06-01
JP3657400002,7731 JT Equity,Nikon Corp,JN,25,2520,252010,2020-11-30,2014-03-01
JP3756600007,7974 JT Equity,Nintendo Co Ltd,JN,50,5020,502020,2024-05-31,2014-03-01
JP3027670003,8951 JT Equity,Nippon Building Fund Inc,JN,60,6010,601040,2024-05-31,2014-03-01
JP3733400000,5214 JT Equity,Nippon Electric Glass Co Ltd,JN,45,4520,452030,2019-11-30,2014-03-01
JP3749400002,4612 JT Equity,Nippon Paint Holdings Co Ltd,JN,15,1510,151010,2024-05-31,2014-03-01
JP3047550003,3283 JT Equity,Nippon Prologis REIT Inc,JN,60,6010,601025,2024-05-31,2014-03-01
JP3711600001,4091 JT Equity,Nippon Sanso Holdings Corp,JN,15,1510,151010,2024-05-31,2014-03-01
JP3717600005,4516 JT Equity,Nippon Shinyaku Co Ltd,JN,35,3520,352020,2023-08-31,2019-12-01
JP3381000003,5401 JT Equity,Nippon Steel Corp,JN,15,1510,151040,2024-05-31,2014-03-01
JP3735400008,9432 JT Equity,Nippon Telegraph & Telephone Corp,JN,50,5010,501010,2024-05-31,2014-03-01
JP3753000003,9101 JT Equity,Nippon Yusen KK,JN,20,2030,203030,2024-05-31,2014-03-01
JP3658000009,8327 JT Equity,Nishi-Nippon City Bank Ltd/The,JN,40,4010,401010,2014-05-31,2014-03-01
JP3670800006,4021 JT Equity,Nissan Chemical Corp,JN,15,1510,151010,2024-05-31,2016-12-01
JP3672400003,7201 JT Equity,Nissan Motor Co Ltd,JN,25,2510,251020,2024-05-31,2014-03-01
JP3676800000,2002 JT Equity,Nisshin Seifun Group Inc,JN,30,3020,302020,2023-08-31,2014-03-01
JP3675600005,2897 JT Equity,Nissin Foods Holdings Co Ltd,JN,30,3020,302020,2024-05-31,2014-03-01
JP3738600000,5334 JT Equity,Niterra Co Ltd,JN,25,2510,251010,2021-05-31,2014-03-01
JP3756100008,9843 JT Equity,Nitori Holdings Co Ltd,JN,25,2550,255040,2024-05-31,2014-03-01
JP3684000007,6988 JT Equity,Nitto Denko Corp,JN,15,1510,151010,2024-05-31,2014-03-01
JP3762600009,8604 JT Equity,Nomura Holdings Inc,JN,40,4020,402030,2024-05-31,2014-03-01
JP3762900003,3231 JT Equity,Nomura Real Estate Holdings Inc,JN,60,6020,602010,2024-05-31,2014-03-01
JP3048110005,3462 JT Equity,Nomura Real Estate Master Fund Inc,JN,60,6010,601010,2024-05-31,2015-09-01
JP3762800005,4307 JT Equity,Nomura Research Institute Ltd,JN,45,4510,451020,2024-05-31,2014-03-01
JP3200450009,8591 JT Equity,ORIX Corp,JN,40,4020,402010,2024-05-31,2014-03-01
JP3190000004,1802 JT Equity,Obayashi Corp,JN,20,2010,201030,2024-05-31,2014-03-01
JP3173400007,4684 JT Equity,Obic Co Ltd,JN,45,4510,451020,2024-05-31,2015-12-01
JP3196000008,9007 JT Equity,Odakyu Electric Railway Co Ltd,JN,20,2030,203040,2024-05-31,2014-03-01
JP3174410005,3861 JT Equity,Oji Holdings Corp,JN,15,1510,151050,2024-02-29,2014-03-01
JP3201200007,7733 JT Equity,Olympus Corp,JN,35,3510,351010,2024-05-31,2014-03-01
JP3197800000,6645 JT Equity,Omron Corp,JN,45,4520,452030,2024-05-31,2014-03-01
JP3197600004,4528 JT Equity,Ono Pharmaceutical Co Ltd,JN,35,3520,352020,2024-05-31,2014-03-01
JP3173540000,3288 JT Equity,Open House Group Co Ltd,JN,25,2520,252010,2024-02-29,2021-12-01
JP3689500001,4716 JT Equity,Oracle Corp Japan,JN,45,4510,451030,2024-05-31,2014-03-01
JP3198900007,4661 JT Equity,Oriental Land Co Ltd/Japan,JN,25,2530,253010,2024-05-31,2014-03-01
JP3040880001,8954 JT Equity,Orix JREIT Inc,JN,60,6010,601040,2022-05-31,2019-12-01
JP3180400008,9532 JT Equity,Osaka Gas Co Ltd,JN,55,5510,551020,2024-05-31,2014-03-01
JP3188200004,4768 JT Equity,Otsuka Corp,JN,45,4510,451020,2024-05-31,2014-03-01
JP3188220002,4578 JT Equity,Otsuka Holdings Co Ltd,JN,35,3520,352020,2024-05-31,2014-03-01
JP3639650005,7532 JT Equity,Pan Pacific International Holdings Corp,JN,25,2550,255030,2024-05-31,2014-03-01
JP3866800000,6752 JT Equity,Panasonic Holdings Corp,JN,25,2520,252010,2024-05-31,2014-03-01
JP3780100008,4666 JT Equity,Park24 Co Ltd,JN,20,2020,202010,2020-11-30,2014-03-01
JP3836750004,4587 JT Equity,PeptiDream Inc,JN,35,3520,352010,2021-11-30,2019-06-01
JP3547670004,2181 JT Equity,Persol Holdings Co Ltd,JN,20,2020,202020,2023-11-30,2017-12-01
JP3801600002,7956 JT Equity,Pigeon Corp,JN,30,3030,303010,2021-11-30,2018-12-01
JP3855900001,4927 JT Equity,Pola Orbis Holdings Inc,JN,30,3030,303020,2022-05-31,2016-06-01
JP3786200000,5486 JT Equity,Proterial Ltd,JN,15,1510,151040,2022-11-30,2014-03-01
JP3967200001,4755 JT Equity,Rakuten Group Inc,JN,25,2550,255030,2024-05-31,2014-03-01
JP3970300004,6098 JT Equity,Recruit Holdings Co Ltd,JN,20,2020,202020,2024-05-31,2014-12-01
JP3164720009,6723 JT Equity,Renesas Electronics Corp,JN,45,4530,453010,2024-05-31,2017-09-01
JP3500610005,8308 JT Equity,Resona Holdings Inc,JN,40,4010,401010,2024-05-31,2014-03-01
JP3785000005,4217 JT Equity,Resonac Corp,JN,15,1510,151010,2020-05-31,2014-03-01
JP3368000000,4004 JT Equity,Resonac Holdings Corp,JN,15,1510,151010,2020-11-30,2014-03-01
JP3973400009,7752 JT Equity,Ricoh Co Ltd,JN,45,4520,452020,2024-05-31,2014-03-01
JP3977400005,5947 JT Equity,Rinnai Corp,JN,25,2520,252010,2022-05-31,2014-03-01
JP3982800009,6963 JT Equity,Rohm Co Ltd,JN,45,4530,453010,2024-05-31,2014-03-01
JP3976300008,7453 JT Equity,Ryohin Keikaku Co Ltd,JN,25,2550,255030,2022-05-31,2015-09-01
JP3436120004,8473 JT Equity,SBI Holdings Inc,JN,40,4020,402030,2024-05-31,2014-03-01
JP3729000004,8303 JT Equity,SBI Shinsei Bank Ltd,JN,40,4010,401010,2021-05-31,2014-03-01
JP3494600004,7735 JT Equity,SCREEN Holdings Co Ltd,JN,45,4530,453010,2024-05-31,2024-03-01
JP3400400002,9719 JT Equity,SCSK Corp,JN,45,4510,451020,2024-05-31,2020-06-01
JP3162770006,9143 JT Equity,SG Holdings Co Ltd,JN,20,2030,203010,2024-05-31,2018-06-01
JP3162600005,6273 JT Equity,SMC Corp,JN,20,2010,201060,2024-05-31,2014-03-01
JP3322930003,3436 JT Equity,SUMCO Corp,JN,45,4530,453010,2024-05-31,2014-03-01
JP3326410002,6417 JT Equity,Sankyo Co Ltd,JN,25,2520,252020,2020-05-31,2014-03-01
JP3343200006,8136 JT Equity,Sanrio Co Ltd,JN,25,2550,255040,2016-05-31,2014-03-01
JP3336000009,4536 JT Equity,Santen Pharmaceutical Co Ltd,JN,35,3520,352020,2022-05-31,2014-03-01
JP3421800008,9735 JT Equity,Secom Co Ltd,JN,20,2020,202010,2024-05-31,2014-03-01
JP3419050004,6460 JT Equity,Sega Sammy Holdings Inc,JN,25,2520,252020,2021-05-31,2014-03-01
JP3417200007,9024 JT Equity,Seibu Holdings Inc,JN,20,2030,203040,2021-05-31,2014-09-01
JP3414750004,6724 JT Equity,Seiko Epson Corp,JN,45,4520,452020,2024-05-31,2014-03-01
JP3419400001,4204 JT Equity,Sekisui Chemical Co Ltd,JN,25,2520,252010,2024-05-31,2014-03-01
JP3420600003,1928 JT Equity,Sekisui House Ltd,JN,25,2520,252010,2024-05-31,2014-03-01
JP3422950000,3382 JT Equity,Seven & i Holdings Co Ltd,JN,30,3010,301010,2024-05-31,2014-03-01
JP3105220002,8410 JT Equity,Seven Bank Ltd,JN,40,4010,401010,2020-11-30,2014-03-01
JP3359600008,6753 JT Equity,Sharp Corp/Japan,JN,25,2520,252010,2024-05-31,2014-03-01
JP3350800003,9507 JT Equity,Shikoku Electric Power Co Inc,JN,55,5510,551010,2016-11-30,2014-03-01
JP3357200009,7701 JT Equity,Shimadzu Corp,JN,45,4520,452030,2024-05-31,2014-03-01
JP3358200008,8227 JT Equity,Shimamura Co Ltd,JN,25,2550,255040,2021-05-31,2014-03-01
JP3358000002,7309 JT Equity,Shimano Inc,JN,25,2520,252020,2024-05-31,2014-03-01
JP3358800005,1803 JT Equity,Shimizu Corp,JN,20,2010,201030,2024-05-31,2014-03-01
JP3371200001,4063 JT Equity,Shin-Etsu Chemical Co Ltd,JN,15,1510,151010,2024-05-31,2014-03-01
JP3347200002,4507 JT Equity,Shionogi & Co Ltd,JN,35,3520,352020,2024-05-31,2014-03-01
JP3351600006,4911 JT Equity,Shiseido Co Ltd,JN,30,3030,303020,2024-05-31,2014-03-01
JP3351200005,8355 JT Equity,Shizuoka Bank Ltd/The,JN,40,4010,401010,2022-11-30,2014-03-01
JP3351500008,5831 JT Equity,Shizuoka Financial Group Inc,JN,40,4010,401010,2024-05-31,2022-12-01
JP3366800005,5002 JT Equity,Showa Shell Sekiyu KK,JN,10,1010,101020,2019-02-28,2014-03-01
JP3732000009,9434 JT Equity,SoftBank Corp,JN,50,5010,501020,2024-05-31,2019-03-01
JP3436100006,9984 JT Equity,SoftBank Group Corp,JN,50,5010,501020,2024-05-31,2014-03-01
JP3431900004,2331 JT Equity,Sohgo Security Services Co Ltd,JN,20,2020,202010,2022-05-31,2015-12-01
JP3663900003,2768 JT Equity,Sojitz Corp,JN,20,2010,201070,2014-05-31,2014-03-01
JP3165000005,8630 JT Equity,Sompo Holdings Inc,JN,40,4030,403010,2024-05-31,2014-03-01
JP3435350008,8729 JT Equity,Sony Financial Group Inc,JN,40,4030,403010,2020-08-31,2014-03-01
JP3435000009,6758 JT Equity,Sony Group Corp,JN,25,2520,252010,2024-05-31,2014-03-01
JP3164630000,9684 JT Equity,Square Enix Holdings Co Ltd,JN,50,5020,502020,2024-05-31,2019-12-01
JP3399400005,6923 JT Equity,Stanley Electric Co Ltd,JN,25,2510,251010,2022-05-31,2014-03-01
JP3814800003,7270 JT Equity,Subaru Corp,JN,25,2510,251020,2024-05-31,2014-03-01
JP3401400001,4005 JT Equity,Sumitomo Chemical Co Ltd,JN,15,1510,151010,2024-02-29,2014-03-01
JP3404600003,8053 JT Equity,Sumitomo Corp,JN,20,2010,201070,2024-05-31,2014-03-01
JP3407400005,5802 JT Equity,Sumitomo Electric Industries Ltd,JN,25,2510,251010,2024-05-31,2014-03-01
JP3405400007,6302 JT Equity,Sumitomo Heavy Industries Ltd,JN,20,2010,201060,2020-11-30,2014-03-01
JP3402600005,5713 JT Equity,Sumitomo Metal Mining Co Ltd,JN,15,1510,151040,2024-05-31,2014-03-01
JP3890350006,8316 JT Equity,Sumitomo Mitsui Financial Group Inc,JN,40,4010,401010,2024-05-31,2014-03-01
JP3892100003,8309 JT Equity,Sumitomo Mitsui Trust Holdings Inc,JN,40,4010,401010,2024-05-31,2014-03-01
JP3495000006,4506 JT Equity,Sumitomo Pharma Co Ltd,JN,35,3520,352020,2022-05-31,2014-03-01
JP3409000001,8830 JT Equity,Sumitomo Realty & Development Co Ltd,JN,60,6020,602010,2024-05-31,2014-03-01
JP3404200002,5110 JT Equity,Sumitomo Rubber Industries Ltd,JN,25,2510,251010,2020-11-30,2014-03-01
